instance family sat vbs lad supplementallad vf2 glasgow1 glasgow2 glasgow3 glasgow4
g12-g20 2 0 13 087 097 1e8 13 16 28 169
g12-g21 2 1 0 066 073 0 0 7 100 5091
g12-g23 2 0 0 000 000 1111429 0 3 4 20
g12-g26 2 0 0 000 000 4302 0 1 4 18
g12-g27 2 0 0 002 003 1e8 0 2 6 59
g12-g29 2 0 4 055 057 1e8 4 8 19 191
g12-g30 2 0 3 047 055 1e8 3 10 20 124
g12-g31 2 0 15 110 119 1e8 15 19 34 186
g12-g32 2 1 1 158 201 1 1 13 986 67395
g12-g38 2 0 000 000 000 1e8 1 1 3 14
g12-g40 2 1 2 129 115 1e8 2 12 214 11067
g12-g43 2 0 8 069 075 1e8 16 8 19 111
g12-g44 2 0 15 059 066 1e8 15 27 54 134
g12-g45 2 0 8 060 071 1e8 8 16 31 135
g12-g46 2 0 1 008 005 18 1 7 13 75
g12-g47 2 0 0 007 005 16 0 7 13 78
g12-g48 2 0 2 011 011 23 2 9 17 96
g12-g50 2 1 1 151 140 1e8 1 10 177 9450
g13-g15 2 1 0 000 001 10 0 3 5 12
g13-g20 2 0 006 426 006 6442 82 97 116 268
g13-g21 2 1 0 033 060 0 0 4 100 5094
g13-g23 2 0 0 001 000 2 0 4 7 36
g13-g25 2 0 0 000 000 0 0 0 1 5
g13-g26 2 0 0 000 000 1 0 3 7 17
g13-g27 2 0 104 180 155 1e8 104 210 149 199
g13-g29 2 0 3 030 005 3 4 10 18 123
g13-g30 2 0 002 029 002 2 2 6 18 125
g13-g31 2 0 004 051 004 6 5 10 23 170
g13-g32 2 1 1 080 097 1 1 11 1041 66857
g13-g38 2 0 0 000 000 0 0 1 2 11
g13-g40 2 1 1 119 062 1 1 10 214 11071
g13-g43 2 1 9 020 018 1e8 9753794 9 26 121
g13-g44 2 0 003 036 003 12 6 12 32 134
g13-g45 2 0 004 036 004 7 5 13 34 134
g13-g46 2 0 0 016 001 1 0 6 17 84
g13-g47 2 0 0 017 000 1 0 5 19 81
g13-g48 2 0 000 022 000 1 1 6 20 98
g13-g49 2 0 2 628 403 12451303 2 22 35 128
g13-g50 2 1 1 075 070 1 1 9 178 9493
g14-g15 2 0 0 000 000 5957143 0 1 2 7
g14-g20 2 0 541 6488 1617 1e8 541 724 731 923
g14-g21 2 1 0 039 034 0 0 6 100 5083
g14-g23 2 0 0 003 004 1e8 0 1 6 18
g14-g25 2 0 0 000 000 285 0 0 1 4
g14-g26 2 0 001 005 001 1e8 1 2 12 20
g14-g27 2 1 083 24851 083 1e8 55350 44001 49243 61800
g14-g29 2 0 2 042 004 1e8 2 7 17 121
g14-g30 2 0 2 030 007 1e8 2 6 17 119
g14-g31 2 0 3 048 007 1e8 3 7 20 167
g14-g32 2 1 0 079 084 1 0 15 736 68050
g14-g38 2 0 0 001 000 0 0 1 3 12
g14-g40 2 1 1 074 064 1e8 1 8 215 11109
g14-g43 2 1 017 021 017 1e8 195 232 257 390
g14-g44 2 0 3 070 011 1e8 3 10 29 212
g14-g45 2 0 3 060 008 1e8 3 11 36 131
g14-g46 2 0 1 022 004 4886757 1 9 18 80
g14-g47 2 0 001 024 001 3446186 1 5 16 79
g14-g48 2 0 1 026 006 83316176 1 5 18 97
g14-g49 2 1 7719 7719 61004 1e8 66970 553750 627994 776618
g14-g50 2 1 1 077 071 1 1 9 181 9475
g15-g20 2 0 5 064 006 2591 5 6 28 154
g15-g21 2 1 0 039 042 0 1 4 102 5143
g15-g23 2 0 0 000 000 2 0 2 6 23
g15-g25 2 0 0 000 000 0 0 0 1 7
g15-g26 2 0 0 000 000 0 0 2 5 17
g15-g27 2 0 4 018 010 1e8 4 7 14 51
g15-g29 2 0 1 020 003 4 1 6 18 143
g15-g30 2 0 001 019 001 3 1 9 18 122
g15-g31 2 0 1 029 007 20 1 6 21 170
g15-g32 2 1 1 088 107 2 1 12 741 68890
g15-g38 2 0 0 000 000 0 1 0 2 12
g15-g40 2 1 1 072 120 664953 1 9 217 11059
g15-g43 2 1 2403 4197 2403 1e8 36452022 263783 297361 372686
g15-g44 2 0 2 022 003 24 2 18 31 136
g15-g45 2 0 3 020 005 13 3 17 32 137
g15-g46 2 0 0 005 000 0 1 5 15 78
g15-g47 2 0 0 007 001 0 1 5 25 78
g15-g48 2 0 000 025 000 1 1 6 19 98
g15-g49 2 0 2 089 039 2 3 27 46 149
g15-g50 2 1 1 091 083 1 1 10 178 9464
g16-g20 2 0 473434 1e8 5192694 1e8 473434 505749 570729 649253
g16-g21 2 1 0 061 069 0 0 8 103 5090
g16-g22 2 0 0 000 000 0 0 1 2 6
g16-g23 2 0 0 000 000 19280294 0 5 12 28
g16-g25 2 0 0 000 000 2 0 0 1 5
g16-g26 2 0 0 001 002 20755928 0 5 9 24
g16-g27 2 0 1549 1976 1549 1e8 19709 20225 22289 26228
g16-g28 2 0 0 000 000 0 0 0 2 3
g16-g29 2 0 046 2169 046 1e8 52 66 60 173
g16-g30 2 0 041 2118 041 1e8 51 41 58 172
g16-g31 2 0 035 21335 035 1e8 110 103 122 287
g16-g32 2 1 1 129 163 1 1 18 743 66874
g16-g33 2 0 0 000 000 1 0 1 4 8
g16-g37 2 1 1 038 020 365956 1 10 28 65
g16-g38 2 0 0 001 000 330 0 1 2 10
g16-g40 2 1 1 152 148 1e8 1 10 218 11045
g16-g43 2 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g16-g44 2 0 076 4398 076 1e8 111 111 137 266
g16-g45 2 0 049 4202 049 1e8 107 104 138 274
g16-g46 2 0 006 367 006 1e8 9 8 26 94
g16-g47 2 0 8 352 010 1e8 9 8 25 95
g16-g48 2 0 008 891 008 1e8 17 10 28 115
g16-g49 2 0 42833 107616 1106326 1e8 1865082 42833 50219 59732
g16-g50 2 1 1 195 168 2218 1 10 183 9480
g17-g18 2 1 0 007 009 0 1 2 3 7
g17-g19 2 0 5 011 014 75173 8 5 9 9
g17-g20 2 1 0 039 045 0 1 4 11 144
g17-g21 2 1 0 052 057 0 1 3 97 5135
g17-g22 2 0 1 069 098 523211 2438 1 6 9
g17-g23 2 0 0 001 002 1e8 0 2 4 16
g17-g24 2 0 0 000 000 1 0 1 0 1
g17-g25 2 0 0 001 000 1e8 0 1 2 5
g17-g26 2 0 0 001 000 1e8 0 2 3 12
g17-g27 2 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g17-g28 2 0 0 000 000 3 0 1 1 2
g17-g29 2 1 1 048 049 1 1 5 13 113
g17-g30 2 1 0 045 051 0 1 5 12 113
g17-g31 2 1 0 052 053 0 0 6 14 159
g17-g32 2 1 1 079 095 1 1 10 735 66814
g17-g33 2 0 53 2884 1951 104857 105 83 53 70
g17-g34 2 0 2 244 070 1232 10 3 2 4
g17-g35 2 0 6 184 223 36189 26 6 11 23
g17-g36 2 0 4 460 261 42356 26 4 9 25
g17-g37 2 1 7139 7139 403229 1e8 963278 33734 35812 42561
g17-g38 2 0 0 001 001 1e8 0 1 5 14
g17-g39 2 1 0 177 228 0 5 4 9 15
g17-g40 2 1 1 120 100 1 1 11 208 11043
g17-g41 2 0 68 1388 1581 84330 101 101 68 90
g17-g42 2 0 4241 22845 17629 1e8 12980 4476 4241 5269
g17-g43 2 1 055 065 055 1e8 1e8 1e8 1e8 322881
g17-g44 2 1 4 049 052 4 191 48 61 173
g17-g45 2 1 2 050 054 242 2 140 123 240
g17-g46 2 1 1 052 057 4 1 5 14 74
g17-g47 2 1 1 051 057 5 1 6 14 74
g17-g48 2 1 2 059 067 5 2 6 15 90
g17-g49 2 1 064 075 064 1e8 1e8 1e8 1e8 1e8
g17-g50 2 1 1 117 139 2 1 11 170 9457
g18-g19 2 0 0 001 000 8519 0 1 5 9
g18-g20 2 1 0 1897 1979 0 217 240 250 419
g18-g21 2 1 0 054 060 0 0 6 104 5127
g18-g22 2 0 0 001 001 5479 0 1 7 10
g18-g23 2 0 0 001 001 60510445 0 2 5 18
g18-g24 2 0 0 000 000 0 0 0 0 1
g18-g25 2 0 0 000 001 301256 0 1 2 5
g18-g26 2 0 0 001 002 1e8 0 1 5 13
g18-g27 2 0 0 000 004 1e8 0 2 7 43
g18-g28 2 0 0 000 000 0 0 1 1 1
g18-g29 2 1 266 266 280 1731465 21869 307248 321855 380666
g18-g30 2 1 2054 2054 2170 20000446 33845 205042 215731 252800
g18-g31 2 1 073 073 081 15716 5025 6474 6483 7743
g18-g32 2 1 1 082 105 1 1 11 734 68024
g18-g33 2 0 47 967 1126 4545 87 75 47 69
g18-g34 2 0 3 092 107 14 9 3 3 4
g18-g35 2 0 4 124 144 1312 29 4 11 22
g18-g36 2 0 2 239 281 2785 27 2 5 8
g18-g37 2 0 52830 1263688 1427728 72047134 977204 52830 57965 69075
g18-g38 2 0 0 001 000 1e8 0 1 3 11
g18-g39 2 0 1 020 043 818 1 12 17 34
g18-g40 2 1 1 153 109 1 1 10 210 11075
g18-g41 2 0 75 707 845 3205 95 75 103 185
g18-g42 2 0 325 1412 1587 290063 6461 847 373 325
g18-g43 2 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g18-g44 2 1 29635 29635 31298 1e8 1e8 1e8 1e8 1e8
g18-g45 2 1 28741208 28741208 30907164 1e8 1e8 1e8 1e8 1e8
g18-g46 2 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g18-g47 2 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g18-g48 2 1 73752480 73752480 82333657 1e8 1e8 1e8 1e8 1e8
g18-g49 2 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g18-g50 2 1 126 126 137 1e8 12834 8633 8637 19981
g19-g20 2 1 9211459 1e8 1e8 1e8 9211459 10201155 10768158 11406927
g19-g21 2 1 0 116 073 0 1 6 102 5130
g19-g22 2 0 0 000 001 161768 0 1 3 5
g19-g23 2 0 0 002 001 1e8 0 3 7 19
g19-g25 2 0 0 000 000 1017169 0 1 1 4
g19-g26 2 0 0 001 001 1e8 0 1 5 15
g19-g27 2 0 165375 242320 165375 1e8 371115 389632 444659 498513
g19-g28 2 0 0 000 000 0 0 0 1 2
g19-g29 2 0 15885773 1e8 1e8 1e8 18714229 15885773 16601509 18809398
g19-g30 2 0 12403563 1e8 1e8 1e8 14941568 12403563 13009235 14724621
g19-g31 2 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g19-g32 2 1 1 124 136 1 1 12 742 66985
g19-g33 2 0 0 001 001 72438 0 2 3 10
g19-g35 2 0 0 000 000 4404 0 1 4 6
g19-g37 2 0 18 1054 1166 1e8 368 18 46 153
g19-g38 2 0 0 000 000 1e8 0 2 3 10
g19-g40 2 1 1 147 149 4989 1 9 215 11136
g19-g41 2 0 000 000 001 21631 2 2 3 11
g19-g42 2 0 5 123 147 1e8 5 8 11 24
g19-g43 2 0 2210609 1e8 2210609 1e8 1e8 8915659 6123391 7127007
g19-g44 2 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g19-g45 2 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g19-g46 2 0 11765 607425 267212 1e8 28642 11765 12337 14049
g19-g47 2 0 10972 593006 260357 1e8 27776 10972 11749 13754
g19-g48 2 0 45357 2658457 916770 1e8 90253 45357 48362 56593
g19-g49 2 0 76543 23673879 184952 1e8 12927649 86628 76543 88785
g19-g50 2 1 1 182 189 1 2 11 180 9507
g2-g10 2 1 0 000 000 0 0 0 1 1
g2-g11 2 1 0 000 000 0 0 0 0 2
g2-g12 2 1 0 000 000 0 0 0 1 5
g2-g13 2 1 0 000 000 0 0 0 1 3
g2-g14 2 1 0 000 000 0 0 0 1 2
g2-g15 2 1 0 000 000 0 0 0 1 4
g2-g16 2 1 0 001 001 0 0 0 1 5
g2-g17 2 1 0 000 000 0 0 0 0 1
g2-g18 2 1 0 000 001 0 0 0 1 1
g2-g19 2 1 0 000 001 0 0 0 0 2
g2-g20 2 1 0 001 001 0 0 0 7 135
g2-g21 2 1 0 004 009 0 0 3 94 5069
g2-g22 2 1 0 001 001 0 0 0 1 3
g2-g23 2 1 0 001 001 0 0 1 3 13
g2-g24 2 0 000 000 000 6 2 2 1 1
g2-g25 2 1 0 000 000 0 0 0 1 3
g2-g26 2 1 0 000 000 24143 0 1 2 10
g2-g27 2 1 0 001 002 0 0 1 5 53
g2-g28 2 1 0 000 000 0 0 1 1 2
g2-g29 2 1 0 002 006 0 0 2 8 104
g2-g3 2 0 0 000 001 1 0 0 0 0
g2-g30 2 1 0 003 003 0 0 2 8 104
g2-g31 2 1 0 002 005 0 0 2 10 153
g2-g32 2 1 0 007 013 1 0 9 736 66853
g2-g33 2 1 0 003 002 0 0 1 3 5
g2-g34 2 1 0 001 001 0 0 0 1 3
g2-g35 2 1 0 001 003 0 0 1 2 4
g2-g36 2 1 0 003 002 0 0 1 2 5
g2-g37 2 1 0 002 006 0 0 1 4 20
g2-g38 2 1 0 000 000 0 0 1 3 11
g2-g39 2 1 0 001 001 0 0 1 1 3
g2-g4 2 1 0 000 000 0 0 0 0 0
g2-g40 2 1 0 007 012 1 0 7 203 11012
g2-g41 2 1 0 001 004 0 0 1 2 8
g2-g42 2 1 0 002 004 0 0 1 4 10
g2-g43 2 1 0 004 006 0 0 4 11 91
g2-g44 2 1 0 006 004 0 0 5 13 100
g2-g45 2 1 0 006 004 0 0 5 12 100
g2-g46 2 1 0 006 005 0 0 2 8 63
g2-g47 2 1 0 003 003 0 0 3 7 63
g2-g48 2 1 0 004 006 0 0 2 8 79
g2-g49 2 1 0 003 004 1 0 2 8 87
g2-g5 2 1 0 000 000 0 0 0 0 0
g2-g50 2 1 0 010 014 1 0 7 164 9442
g2-g6 2 1 0 000 000 0 0 0 0 0
g2-g7 2 1 0 000 000 0 0 0 0 1
g2-g8 2 1 0 000 000 0 0 0 0 1
g2-g9 2 1 0 000 000 0 0 0 1 1
g20-g21 2 1 0 347 386 0 38 55 166 5314
g20-g23 2 0 0 000 000 0 0 1 8 146
g20-g26 2 0 0 000 001 0 0 1 8 143
g20-g27 2 0 0 000 001 138 0 3 12 170
g20-g29 2 0 0 000 001 2 0 3 15 239
g20-g30 2 0 0 000 000 1 0 2 15 237
g20-g31 2 0 000 000 001 3 1 2 17 283
g20-g32 2 1 2 814 1277 2 2 44 768 67534
g20-g38 2 0 0 000 001 0 0 1 9 143
g20-g40 2 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g20-g43 2 0 001 001 001 6 1 2 14 216
g20-g44 2 0 0 000 001 5 0 4 18 225
g20-g45 2 0 0 000 000 4 0 3 15 223
g20-g48 2 0 0 000 000 1 0 3 15 206
g20-g50 2 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g21-g27 2 0 0 000 002 1 0 2 91 5125
g21-g32 2 1 2 4286 5729 2 7 31 850 72033
g21-g40 2 0 3 030 008 6 3 16 304 16145
g21-g50 2 0 001 001 008 1e8 3 11 258 14220
g22-g23 2 0 0 000 003 1e8 0 2 6 22
g22-g25 2 0 0 000 001 1899 0 1 3 6
g22-g26 2 0 0 003 002 1e8 0 2 5 18
g22-g27 2 0 9 015 022 1e8 9 15 28 74
g22-g28 2 0 0 000 000 0 0 1 1 5
g22-g29 2 0 008 038 008 1e8 12 9 25 135
g22-g30 2 0 006 036 006 1e8 6 16 24 136
g22-g31 2 0 8 1e8 009 1e8 8 12 28 183
g22-g32 2 1 1 156 199 2 1 19 742 67127
g22-g33 2 0 0 000 000 5 0 5 6 14
g22-g37 2 1 1 041 007 1e8 1 9 17 45
g22-g38 2 0 000 002 000 75 1 1 4 12
g22-g40 2 1 2 202 159 1e8 2 14 248 11056
g22-g43 2 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g22-g44 2 0 009 050 009 1e8 11 30 47 158
g22-g45 2 0 7 048 008 1e8 7 18 42 158
g22-g46 2 0 003 046 003 1e8 4 8 24 95
g22-g47 2 0 004 048 004 1e8 5 13 24 95
g22-g48 2 0 004 048 004 1e8 5 13 25 112
g22-g49 2 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g22-g50 2 1 1 216 317 1e8 1 17 180 9752
g23-g27 2 0 0 002 001 1e8 0 3 15 61
g23-g32 2 1 1 252 223 2 1 27 754 66875
g23-g40 2 1 124 170 124 1e8 686522 723799 848306 1083881
g23-g50 2 1 1 148 142 1e8 1 23 194 9650
g24-g25 2 0 0 001 000 1e8 0 0 1 3
g24-g26 2 1 0 006 003 1e8 0 2 6 13
g24-g27 2 1 0 015 009 1 0 2 5 38
g24-g28 2 0 0 000 000 0 0 1 2 3
g24-g29 2 0 010 1e8 010 1e8 347178 192377 209562 257214
g24-g30 2 0 010 1e8 010 1e8 353639 259364 285625 351362
g24-g31 2 0 014 1e8 014 1e8 5558104 5902965 6303108 8022344
g24-g32 2 1 0 053 055 1 0 9 731 66808
g24-g33 2 0 0 004 000 38347 0 1 2 6
g24-g35 2 0 000 005 000 6760 1 1 3 6
g24-g36 2 0 0 003 000 2611 0 1 5 7
g24-g37 2 1 0 024 019 32 0 4 7 23
g24-g38 2 0 000 005 000 19269651 3 2 3 11
g24-g39 2 0 0 004 000 901 0 1 4 8
g24-g40 2 1 1 055 045 2 1 6 204 11055
g24-g41 2 0 0 000 000 5764 0 2 3 7
g24-g42 2 1 0 017 013 39 0 2 5 13
g24-g43 2 1 2 022 014 9 2 4 14 98
g24-g44 2 0 8 028 014 1e8 8 20 22 114
g24-g45 2 0 8 027 014 1e8 8 12 22 115
g24-g46 2 0 4 1e8 006 1e8 1085 4 10 67
g24-g47 2 0 005 1e8 005 1e8 1027 6 10 67
g24-g48 2 0 008 1e8 008 1e8 11366 90 103 208
g24-g49 2 1 0 029 020 59 0 5 11 91
g24-g50 2 1 1 068 054 1 1 7 167 9471
g25-g26 2 1 0 003 004 89061 0 3 5 19
g25-g27 2 0 025 086 025 1e8 289 322 359 474
g25-g29 2 0 1 024 003 1e8 1 7 14 115
g25-g30 2 0 1 026 002 1e8 1 4 14 113
g25-g31 2 0 3 036 006 1e8 3 5 17 186
g25-g32 2 1 0 104 100 1 0 16 733 66755
g25-g38 2 0 0 000 000 36578313 0 2 3 12
g25-g40 2 1 1 112 058 1e8 1 7 209 11057
g25-g43 2 1 2 113024 83290 1e8 2 5 16 104
g25-g44 2 0 3 030 005 1e8 3 13 23 118
g25-g45 2 0 3 026 005 1e8 3 8 23 118
g25-g46 2 0 0 022 000 1e8 0 4 12 72
g25-g47 2 0 0 021 000 1e8 0 7 12 72
g25-g48 2 0 000 027 000 1e8 1 5 15 90
g25-g49 2 1 033 050 033 1e8 2162 147652 168400 208651
g25-g50 2 1 1 077 063 1e8 1 12 172 9460
g26-g27 2 0 0 003 001 1e8 0 6 14 62
g26-g32 2 1 2 214 222 2 2 15 752 66958
g26-g40 2 1 2 198 138 1e8 2 22 233 11078
g26-g50 2 1 1 193 172 1 2 13 194 9507
g27-g32 2 1 2 419 357 2 2 26 774 67384
g27-g50 2 1 219 219 240 1e8 7339 8542 10376 22894
g28-g29 2 1 1 040 035 1e8 1 6 12 114
g28-g30 2 1 1 039 035 1e8 1 4 13 113
g28-g31 2 1 1 043 036 1e8 1 5 16 160
g28-g32 2 1 1 100 058 2 1 10 731 67237
g28-g33 2 0 0 002 001 1e8 0 1 5 7
g28-g37 2 1 1786 61318 1786 1e8 1e8 1e8 1e8 1e8
g28-g38 2 0 0 000 001 1e8 0 1 2 9
g28-g40 2 1 2 083 075 1e8 2 7 207 11050
g28-g43 2 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g28-g44 2 1 1 038 036 1e8 1 8 21 122
g28-g45 2 1 2 036 034 1e8 2 8 20 124
g28-g46 2 1 2 065 040 1e8 2 5 13 76
g28-g47 2 1 1 040 039 1e8 1 8 13 75
g28-g48 2 1 1 044 042 1e8 1 5 15 91
g28-g49 2 1 5692 5692 13635 1e8 1e8 1e8 1e8 1e8
g28-g50 2 1 1 116 090 69 1 12 169 9440
g29-g30 2 0 000 000 001 1290115 1 8 17 206
g29-g31 2 1 1 013 012 1 3 19 49 299
g29-g32 2 1 2 824 1204 2 6 51 808 66975
g29-g40 2 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g29-g44 2 0 000 000 000 1e8 1 7 21 198
g29-g45 2 0 001 001 002 39528090 1 10 19 197
g29-g50 2 0 40 1e8 1e8 1e8 1e8 40 236 9655
g3-g10 2 0 1 002 002 10 1 1 5 5
g3-g11 2 0 1 002 002 770 2 1 1 4
g3-g12 2 0 0 001 002 114642 26 0 1 9
g3-g13 2 1 0 000 000 0 0 0 1 5
g3-g14 2 1 0 000 000 7 0 0 1 2
g3-g15 2 1 0 000 000 0 0 1 1 5
g3-g16 2 1 0 001 004 110 0 0 3 4
g3-g17 2 0 0 000 001 1 0 0 0 1
g3-g18 2 0 0 006 012 4 1 0 0 1
g3-g19 2 0 1 007 009 249 2 1 2 3
g3-g20 2 1 0 003 004 0 0 1 8 137
g3-g21 2 1 0 004 005 0 0 3 97 5074
g3-g22 2 1 0 001 002 79 0 0 2 5
g3-g23 2 1 0 001 000 17 0 1 3 13
g3-g24 2 0 0 000 000 0 0 0 0 0
g3-g25 2 1 0 000 000 0 0 0 1 3
g3-g26 2 1 0 001 001 927 0 1 3 10
g3-g27 2 1 0 002 001 2 0 2 6 42
g3-g28 2 0 0 000 000 0 0 0 1 1
g3-g29 2 1 0 004 004 0 0 3 9 106
g3-g30 2 1 0 003 005 0 0 2 8 104
g3-g31 2 1 0 004 007 0 0 3 14 150
g3-g32 2 1 0 011 013 1 0 8 732 66861
g3-g33 2 0 5 070 082 3285 8 5 7 11
g3-g34 2 0 1 032 035 7 2 1 1 3
g3-g35 2 1 0 001 003 0 1 4 6 11
g3-g36 2 0 3 055 068 139 9 4 3 7
g3-g37 2 1 0 002 007 1 0 2 5 20
g3-g38 2 0 1 004 002 135275 24 1 2 9
g3-g39 2 0 7 076 088 742 7 7 7 10
g3-g4 2 1 0 000 000 0 0 0 0 0
g3-g40 2 1 0 010 014 1 0 7 203 11016
g3-g41 2 0 6 098 110 2276 10 6 8 13
g3-g42 2 1 0 002 003 0 0 3 7 14
g3-g43 2 1 0 005 004 0 1 11 20 105
g3-g44 2 1 1 004 005 11 1 4 15 101
g3-g45 2 1 0 004 005 10 0 4 12 102
g3-g46 2 1 0 005 006 1 0 3 8 63
g3-g47 2 1 0 004 006 2 0 3 8 63
g3-g48 2 1 0 005 006 2 0 2 9 79
g3-g49 2 1 0 004 005 81 0 3 9 88
g3-g5 2 0 0 000 000 0 0 0 0 0
g3-g50 2 1 0 013 020 1 0 5 166 9474
g3-g6 2 0 0 000 000 2 0 0 0 0
g3-g7 2 0 0 000 000 10239 16 0 0 1
g3-g8 2 0 1 003 002 43 1 1 1 1
g3-g9 2 0 0 000 000 10 0 0 1 1
g30-g31 2 0 000 000 001 3233 1 31 48 297
g30-g32 2 0 2 004 007 33960540 2 42 801 67040
g30-g40 2 0 3 004 010 5972543 3 70 286 11220
g30-g44 2 0 000 000 001 2338 2 6 19 197
g30-g45 2 0 000 000 001 13587347 1 11 19 196
g30-g50 2 0 3 004 007 4836655 3 35 233 9661
g31-g32 2 1 2 971 1403 2 4 51 809 67643
g31-g40 2 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g31-g50 2 0 25 1e8 1e8 1e8 1e8 25 202 9614
g33-g37 2 0 1 053 022 1e8 1 36 67 156
g33-g38 2 0 0 001 000 0 1 3 3 13
g33-g40 2 1 3 225 232 1e8 3 13 229 11103
g33-g43 2 0 8 042 032 1e8 1e8 8 23 122
g33-g44 2 0 011 273633 011 1e8 65522 44217 48264 59488
g33-g45 2 0 009 246418 009 1e8 56275 39715 43259 53418
g33-g46 2 0 28 855 054 1e8 56 28 42 132
g33-g47 2 0 30 803 054 1e8 56 30 44 135
g33-g48 2 0 35 2104 265 1e8 107 35 62 173
g33-g49 2 0 513812 11630556 513812 1e8 1e8 2656608 1714593 1900707
g33-g50 2 1 540 1e8 540 1e8 1e8 1e8 1e8 1e8
g34-g35 2 0 1 003 005 1081 1 5 11 23
g34-g36 2 0 5 401 464 2060 159 5 11 19
g34-g37 2 0 177532 177532 202210 1e8 33293952 1128906 1218340 1439281
g34-g38 2 0 001 003 001 1e8 1 2 9 13
g34-g39 2 0 1 006 003 766 1 5 12 29
g34-g40 2 1 2 181 200 1520 2 17 217 11080
g34-g41 2 0 4 034 044 3407 4 29 31 68
g34-g42 2 0 96 453 536 1238427 18508 887 185 96
g34-g43 2 0 1 012 010 1e8 1 6 20 112
g34-g44 2 0 1 011 018 1e8 1 11 21 125
g34-g45 2 0 2 010 012 1e8 2 11 21 125
g34-g46 2 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g34-g47 2 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g34-g48 2 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g34-g49 2 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g34-g50 2 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g35-g37 2 1 3995 12903 4230 1e8 54549 3995 4315 5026
g35-g38 2 0 0 002 000 0 1 2 6 13
g35-g40 2 1 277 1523 277 1e8 1e8 1e8 1e8 1e8
g35-g41 2 0 0 001 000 0 2 6 10 12
g35-g42 2 0 9 196 137 1e8 1515 9 12 17
g35-g43 2 0 3 022 023 1e8 3 12 22 107
g35-g44 2 0 1 010 012 1e8 1 14 28 141
g35-g45 2 0 1 011 012 1e8 1 8 28 143
g35-g46 2 0 14 076 051 1e8 14 14 34 119
g35-g47 2 0 13 079 052 1e8 15 13 44 119
g35-g48 2 0 15 130 073 1e8 20 15 36 139
g35-g49 2 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g35-g50 2 1 23654557 1e8 23654557 1e8 1e8 1e8 1e8 1e8
g36-g37 2 1 111 111 162 1e8 185 116 120 116
g36-g38 2 0 000 001 000 75769 1 2 6 14
g36-g40 2 1 4 2109 274 1e8 4 21 231 11089
g36-g41 2 0 004 005 004 14060 5 5 11 12
g36-g42 2 0 8 304 298 1e8 40 8 8 17
g36-g43 2 0 1 010 012 1e8 1 11 18 102
g36-g44 2 0 2 012 013 1e8 2 8 56 161
g36-g45 2 0 2 011 010 1e8 2 8 34 162
g36-g46 2 0 26 33637325 1060 1e8 47 26 53 162
g36-g47 2 0 24 31451518 1032 1e8 47 24 53 162
g36-g48 2 0 51 1e8 2913 1e8 213 51 82 216
g36-g49 2 0 30 432335 2058923 1e8 1e8 35070168 30 115
g36-g50 2 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g37-g38 2 0 0 000 000 20562 0 2 6 27
g37-g40 2 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g37-g43 2 0 2 010 010 1e8 2 4 13 111
g37-g44 2 0 3 011 014 1e8 3 25 70 197
g37-g45 2 0 2 011 008 1e8 2 15 58 196
g37-g46 2 0 002 114 002 1e8 13 35 74 194
g37-g47 2 0 005 113 005 1e8 13 25 74 192
g37-g48 2 0 006 121 006 1e8 23 25 83 222
g37-g49 2 0 9 1733 931 1e8 64 9 16 109
g37-g50 2 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g38-g40 2 1 1 172 1e8 1e8 1 11 217 11070
g38-g43 2 0 0 016 003 1e8 0 5 12 101
g38-g44 2 0 1 030 028 1e8 1 19 30 132
g38-g45 2 0 1 028 025 1e8 1 11 29 133
g38-g50 2 1 2 158 135 1e8 2 12 183 9490
g39-g40 2 1 23 269 240 11827 23 36 251 11125
g39-g41 2 0 1 003 005 4296417 1 5 10 33
